ISBN,Titulo,Autor,Ano,Editora,ID_usuario,Notas
679801596,Big Bird at the Beach (Sesame Street Mini-Storybooks),Deborah Hautzig,1990,Random House Childrens Books,28591,4
307126021,Baby Triceratops (Look Look Nature Book Series),Beth Spanjian,1988,Golden Books,28591,2
836279786,The Stephen King Companion,George Beahm,1995,Andrews McMeel Pub,28591,9
590224581,"Sam (Bob Books for Beginning Readers, Set 1, Book 2)",Bobby Lynn Maslen,1994,Scholastic,28591,4
1567290361,Lullabies for Bedtimes,Kenn Hayes,1993,Newport Publishers,28591,7
014045036X,Caesar and Cleopatra : A History,George Bernard Shaw,1950,Penguin Books,28591,0
887040985,Grover's Animal Parade (Seasame Street Musical Storybook Series),Jim Henson,1989,Random House Childrens Books,28591,7
520201221,The Making of a Counter Culture: Reflections on the Technocratic Society and Its Youthful Opposition,Theodore Roszak,1995,University of California Press,28591,0
60011785,Men in Black II: The Movie Novel,Michael Teitelbaum,2002,HarperFestival,28591,10
895774798,How Many Animals in Dragonfly Forest (A Little Look Around Book),Stewart Cowley,1993,Simon & Schuster Merchandise &amp;,28591,1
152006060,Timmy O'Dowd and the Big Ditch: A Story of the Glory Days on the Old Erie Canal,Len Hilts,1988,Harcourt,28591,2
306809281,Germany's Underground: The Anti-Nazi Resistance,Allen Welsh Dulles,2000,Da Capo Press,28591,6
374195765,The Magic Barrel.,Bernard Malamud,1958,Farrar Straus & Giroux,28591,3
460874098,The Jungle Book (Everyman's Library (Paper)),Rudyard Kipling,1994,Tuttle Pub,28591,2
156138156X,Silly Symphonies (Running Press Precious Miniature Editions),Walt Disney Productions,1992,Running Pr,28591,0
819171123,Conflict and Defense: A General Theory,Kenneth E. Boulding,1989,Rowman & Littlefield Pub Inc,28591,4
871350173,Dirk the Daring Saves Princess Daphne (Sla Bibliography),Sarah Shankman,1984,Magicom,28591,2
380756617,"The Planet of the Robot Slaves (Bill the Galactic Hero, Vol. 1)",Harry Harrison,1989,Harper Mass Market Paperbacks,28591,5
553234072,Name Your Baby,Lareina Rule,1978,Bantam Books,28591,9
140707131,Tempest (New Penguin Shakespeare),William Shakespeare,1981,Penguin Books,28591,5
1564146049,Clan of the Goddess: Celtic Wisdom and Ritual for Women,C. C. Brondwin,2002,New Page Books,28591,0
679424687,Youth Heart of Darkness Typhoon (Modern Library),Joseph Conrad,1993,Modern Library,28591,2
451519078,David Copperfield,Charles Dickens,1979,Signet Book,28591,0
451146433,Two of a Kind: The Hillside Stranglers,Darcy O'Brien,1987,Signet Book,28591,7
671739050,STONE FOR DANNY FISHER,Harold Robbins,1991,Pocket,28591,3
316153656,The Luck of Pokey Bloom,Ellen Conford,1991,Little Brown & Co,28591,8
157673756X,Let Freedom Ring: Shadow of Liberty series #1,Al Lacy,2001,Multnomah Publishers,28591,9
670566829,A Portrait of the Artist As a Young Man,James Joyce,1964,Penguin USA,28591,8
1576738000,"The Secret Place (Lacy, Al. Shadow of Liberty, Bk. 2.)",Al Lacy,2001,Multnomah Publishers,28591,5
881030511,"That Was Then, This Is Now",S. E. Hinton,1999,Sagebrush Bound,28591,9
1576739309,"Undying Love (Shadow of Liberty series, Book 4)",Al Lacy,2002,Multnomah Publishers,28591,4
1590522095,"A Fine Line: By Kathy Herman (Baxter Series, 5)",Kathy Herman,2003,Multnomah Publishers,28591,10
849911443,"Follow the Star: All the Way to Bethlehem/Pull-Out Letters, Games, and Other Fun Activities (Word Kids)",Alan Parry,1994,Tommy Nelson,28591,3
451518349,Northanger Abbey,Jane Austen,1965,Penguin Putnam~mass,28591,1
843906286,Earth Unaware,MacK Reynolds,1979,Leisure Books,28591,8
803208669,"Our landed heritage: The public domain, 1776-1970",Roy Marvin Robbins,1976,University of Nebraska Press,28591,0
307257282,Disney Pixar Toy Story 2: Toys to the Rescue (Special Edition Coloring Book),Golden Books,1999,Random House Childrens Books,28591,7
842385630,Yes!,Ann Kiemel,1984,Tyndale House Publishers,28591,8
307030539,Dinosaurs,Golden Books,1993,Golden Books,28591,9
393095436,Red Badge of Courage,Stephen Crane,0,Norton*(ww Norton Co,28591,0
861129679,Ring! Ring! (Sound Board Books ; No 3402),Gill Guile,1993,Brimax Books Ltd,28591,8
394488121,Backgammon: the cruelest game,Barclay Cooke,1974,Random House,28591,10
785269517,Fresh Brewed Life : A Wake-Up Call For Christian Women,Nicole Johnson,1999,Nelson Books,28591,0
440131944,Going Down With Janis,"Peggy & Knapp, Dan Caserta",1980,Bantam Books (Mm),28591,8
1576732959,The Document,Gayle G. Roper,1998,Multnomah Pub,28591,5
394488199,Edie: An American Biography,Jean Stein,1984,Smithmark Pub,28591,4
394511042,Side effects,Woody Allen,1980,Random House,28591,4
395342503,How to Study in College,Walter Pauk,1984,Houghton Mifflin Co,28591,10
374126348,The Collected Stories of Isaac Bashevis Singer,Isaac Bashevis Singer,1982,Farrar Straus Giroux,28591,1
1568025785,American Foreign Policy Since World War II (American Foreign Policy Since World War II),Steven W. Hook,2000,CQ Press,28591,7
449000672,L Is for Lawless: A Kinsey Millhone Mystery,Sue Grafton,1997,Ballantine Books,28591,9
385308248,The Devil's Candy: The Bonfire of the Vanities Goes to Hollywood,Julie Salamon,1992,Delta,28591,9
346125588,Teach Your Baby,"Genevieve, Dr. Painter",1982,Simon & Schuster,28591,2
553077287,Rest in Pieces,Rita Mae Brown,1992,Bantam Dell Pub Group,28591,4
553252119,"The Game (Dark Forces, No 1)",Les Logan,1983,Bantam Books,28591,2
877015449,Places to go with children in northern California,Elizabeth Pomada,1989,Chronicle Books,28591,6
816749140,Candytown (First Start Easy Reader),Joanne Mattern,1998,Troll Communications,28591,5
766602656,Teletubbies Coloring Activity Book: Come and Play,Andrew Davenport,1998,Modern Pub,28591,10
394719174,Backpacking: One Step at a Time,Harvey Manning,1973,Random House Inc,28591,2
962976806,Backyard Composting: Your Complete Guide to Recycling Yard Clippings,John W. Roulac,1995,Harmonious Technologies,28591,1
030703416X,Slumber Party Fun (Barbie Super Coloring Books),Golden Books,2001,Golden Books,28591,9
3442451477,Das blaue Tuch.,Raj Kamal Jha,2002,Goldmann,28591,2
139537953,Understanding Movies,Louis Giannetti,1993,Prentice Hall,28591,2
8804378654,L'eros (Passepartout letteratura),Alberto Bevilacqua,1994,A. Mondadori,28591,8
345353129,Protector,Larry Niven,1992,Del Rey Books,28591,2
380723840,Broken Bridge,Lynne Reid Banks,1996,HarperTrophy,28591,7
525444343,The Toy Box (Lift-and-Look Flap Book),Mary H. Heyward,1989,Penguin USA,28591,0
192818260,Tess of the D'Urbervilles (World's Classics),Thomas Hardy,1988,Oxford University Press,28591,2
679816143,Woolly Little Lamb (Picture Frame Books),Anne Laffolay,1991,Random House Childrens Books,28591,9
819170119,Book of Video Lists,Tom Wiener,1988,Madison Books/order Nbn,28591,9
679816135,Fuzzy Little Bear (Picture Frame Books),Anne Laffolay,1991,Random House Childrens Books,28591,10
595163769,How it Really Was,Pat Gray,2001,Writers Club Press,28591,6
744304105,Prajna,Roxanne Smolen,2002,SynergEbooks,28591,7
198519737,"The Emperor's New Mind: Concerning Computers, Minds, and the Laws of Physics",Roger Penrose,1989,American Philological Association,28591,1
3256000231,Mein Luftschloss auf Erden,Katharina von Arx,1981,Edition Erpf,28591,6
3442449065,Der Jakobsweg. Eine spirituelle Reise.,Shirley MacLaine,2001,Goldmann,28591,1
312960034,Virus,Graham Watkins,1996,St. Martin's Press,28591,3
373254954,"Wild Thing (Harlequin Temptation, No. 395)",Lynn Patrick,1992,Harlequin,28591,1
312958595,Fertile Ground,Charles Wilson,1996,St. Martin's Press,28591,10
440222400,Alternate Sides: A Nina Fischman Mystery (Nina Fischman Mystery),Marissa Piesman,1996,Dell Publishing Company,28591,4
312850921,High Flight,David Hagberg,1995,St Martins Pr,28591,5
079227685X,Along the Inca Road : A Woman's Journey into an Ancient Empire,Karin Muller,2000,National Geographic,28591,9
440295467,Windy City Blues (V.I. Warshawski Novels (Paperback)),Sara Paretsky,1996,Doubleday Books,28591,3
440295483,Five Days in Paris,Danielle Steel,1996,Doubleday Books,28591,5
553575155,Deadly Impression,Dennis Asen,1996,Bantam,28591,0
812544633,Retribution (Retribution),R. J. Pineiro,1996,Tor Books (Mm),28591,3
440217814,Gone Wild,James W. Hall,1996,Dell Publishing Company,28591,10
312958641,A Cool Breeze on the Underground (Neal Carey Mysteries),Don Winslow,1996,St. Martin's Press,28591,8
553575694,Sign Off,Jon Katz,1996,Bantam Books,28591,5
679776702,Fly Away Peter,DAVID MALOUF,1998,Vintage,28591,1
2221097629,"GuÃ?Â©rir, le stress, l'anxiÃ?Â©tÃ?Â©, la dÃ?Â©pression sans mÃ?Â©dicament ni psychanalyse",David Servan-Schreiber,2003,Robert Laffont,28591,6
140432078,On Liberty (Penguin Classics),"John Stuart, Mill",1975,Penguin Books,28591,7
1857981057,Alien Influences Uk,Kristine K Rusch,0,Orion Books,28591,10
743413296,"The Doors of His Face, The Lamps of His Mouth",Roger Zelazny,2001,I Books,28591,5
2020345536,"La seule certitude que j'ai, c'est d'Ãªtre dans le doute",Pierre Desproges,1998,Seuil,28591,7
3499132079,Blumen im Regen. ErzÃ?Â¤hlungen.,Rosamunde Pilcher,2003,Rowohlt Tb.,28591,4
3499129361,Wilder Thymian.,Rosamunde Pilcher,1996,Rowohlt Tb.,28591,10
425126226,The Darkened Room,Anna Clarke,1991,Berkley Publishing Group,28591,1
140124209,Rift (Penguin Crime Fiction),Liza Cody,1989,Penguin USA,28591,4
9686005153,El Reino de Este Mundo / The Ruler of This World,Alejo Carpentier,1997,Editorial Seix Barral,28591,0
939680076,Original Blessing,Matthew Fox,1983,Inner Traditions,28591,4
877930406,With open hands,Henri J. M Nouwen,1972,Ave Maria Press,28591,1
840101512X,Ciudad De Las Bestias,Isabel Allende,0,Plaza & Janes Editor,28591,5
8420614904,El Cine,Antonin Artaud,1997,Alianza,28591,1
9684110545,Fuerte es el silencio (Biblioteca Era. Serie CrÃ³nicas),Elena Poniatowska,1982,Ediciones Era,28591,6
8466306544,La piel del cielo,Elena Poniatowska,2002,Alfaguara/Santillana USA,28591,4
330485970,New Writing 11: Volume 11,Andrew O'Hagan,2002,Pan Macmillan,28591,3
375758240,Ghost Light: A Memoir,Frank Rich,2001,Random House Trade,28591,1
60198206,Rope Burns: Stories from the Corner,F. X. Toole,2000,Ecco (HarperCollins),28591,3
8495501325,Nostros Que Nos Queremos Tanto,Marcela Serrano,2002,Suma de Letras,28591,10
452281369,Clara the Early Years: The Story of the Pug Who Ruled My Life,Margo Kaufman,1999,Plume Books,28591,7
8420636967,CalÃ­gula,Albert Camus,1981,Alianza,28591,5
9706516158,LA Obra Maestra Desconocida (Intemporales),Honore De Balzac,2002,Oceano De Mexico,28591,7
670031305,Elizabeth Costello,J. M. Coetzee,2003,Viking Books,28591,10
9706516190,Cartas Portuguesas (Intemporales),Mariana Alcoforado,2002,Oceano De Mexico,28591,1
9500362643,El Principe (Intemporales),Nicolas Maquiavelo,1998,Oceano De Mexico,28591,6
9707100079,Pedro y el capitÃ¡n,Mario Benedetti,2001,Punto de Lectura,28591,5
038551185X,Angels Crest : A Novel,LESLIE SCHWARTZ,2004,Doubleday,28591,9
435906682,Crimes of Conscience (African Writers Series),Nadine Gordimer,1991,Heinemann,28591,10
3257063237,Im Namen von Ismael.,Giuseppe Genna,2002,Diogenes,28591,1
3746615143,Das Orakel von Port- Nicolas.,Fred Vargas,2003,Aufbau Tb,28591,9
749391200,Fires' Astonishment,Geraldine McCaughrean,1991,Minerva,28591,5
330309684,Chymical Wedding,Lindsay Clarke,0,Pan Books Ltd,28591,10
140159797,The Salterton Trilogy,Robertson Davies,1992,Penguin Books Ltd,28591,1
895050293,Unconditional love,John Joseph Powell,1978,Argus Communications,28591,9
091359203X,Why Am I Afraid to Love?,John Powell,1972,Thomas More Association,28591,9
913300497,"Last letter to the pebble people: \""Aldie soars\""",Virginia H Hine,1979,Unity Press,28591,1
60908173,Women in the Wilderness (Harper colophon books ; CN 817),China Galland,1980,Harpercollins,28591,5
395414334,Boone,T. Boone Pickens Jr.,1987,Houghton Mifflin Company,28591,5
830707573,Michelle,Carolyn E Phillips,1980,Regal Books,28591,3
891911847,The Key to a Loving Heart,Karen Burton Mains,1979,Cook Communications Ministries intl,28591,8
373705077,"Gulf Breezes (Harlequin Superromance, No 507)",Anne Logan,1992,Harlequin,28591,8
940685256,Basics of Winning Craps,J. Edward Allen,1992,Simon & Schuster,28591,5
553277936,Remembrance of Swings Past,Ron Luciano,1989,Bantam Books,28591,8
910311099,Murdered Heiress Living Witness,Petti Dr. Wagner,1984,Huntington House Publishers,28591,4
1884362028,Signs in Sucess: Profiles of Deaf Americans,Rod Padmore,1995,Butte Publications,28591,1
60157291,A Harvest of Bittersweet,Patricia Penton Leimbach,1987,Harpercollins,28591,0
800708091,Running the good race,Anita Bryant,1976,F. H. Revell Co,28591,1
395567564,Strong Brown God: The Story of the Niger River,Sanche De Gramont,1991,Houghton Mifflin,28591,8
520034171,Socialization to Old Age (Campus No 332),Irving Rosow,1985,University of California Press,28591,1
816307032,Seasons of the Heart (Destiny),Kay D. Rizzo,1987,Pacific Pr Pub Assn,28591,2
671678566,Summer People,Marge Piercy,1989,Simon & Schuster,28591,5
517541017,Program for a Puppet,Roland Perry,1988,Random House Value Publishing,28591,1
039449721X,Royal Charles: Charles II and the Restoration,Lady Fraser Antonia Pakenham,1979,Random House Inc,28591,4
689119178,Where the Rainbow Ends,Christopher Hudson,1987,Simon & Schuster,28591,4
253311810,Southern Africa,Gwendolyn Carter,1979,Indiana Univ Pr,28591,8
385156308,Pilgrim,Ray Hogan,1980,Bantam Dell Pub Group,28591,9
805002278,Blackball (A Rinehart suspense novel),Jimmy Sangster,1987,H. Holt,28591,0
316114073,Called away,Perdita Buchan,1980,"Little, Brown",28591,10
938410555,Sippi: A Novel,John Oliver Killens,1988,Pub Group West,28591,3
446512729,Life Extension: A Practical Scientific Approach Adding Years to Your Life and Life to Your Years,Durk Pearson,1985,Warner Books Inc,28591,1
394713516,"Women, Race and Class",Angela Y. Davis,1983,Vintage Books USA,28591,8
800713435,Grandparents Can,Dale Evans Rogers,1983,Fleming H. Revell Company,28591,5
517584158,Miami,Pat Booth,1992,Crown Publishing Group (NY),28591,2
968217532,Bob the Angry Flower: The Ultimate Book of Perfect Energy!!!,Stephen Notley,2003,Leftover Books,28591,1
316687502,The People Shapers,Vance Oakley Packard,1977,Little Brown & Co,28591,9
1562828657,Louie Louie: The History And Mythology Of The World's Most Famous Rock 'n' Roll Song...,Dave Marsh,1993,Hyperion Books,28591,2
399139273,Dean Koontz: Three Complete Novels : Strangers/the Voice of the Night/the Mask/3 Novels in 1 Volume,Dean R. Koontz,1994,Putnam Pub Group,28591,2
1556113722,Moira's Way,Susan Sullivan Saiter,1993,Penguin USA,28591,1
671675982,Angel Falls: A Novel,Paul Guernsey,1990,Simon & Schuster,28591,7
312852363,Slan,A. E. Van Vogt,1998,Orb Books,28591,1
932576222,A Heaven in the Eye,Clyde Rice,1984,Breitenbush Books,28591,3
439103975,The Official Pokemon Handbook,Maria S. Barbo,1999,Scholastic Paperbacks (T),28591,2
802313116,Intelligence: A Novel of Medical Espionage,Marshall Goldberg,1996,Dufour Editions,28591,9
802313108,A Deadly Operation: A Novel of Medical Espionage,Marshall Goldberg,1996,Dufour Editions,28591,10
843147067,Smart Women Stupid Books: Stop Reading and Learn to Love Losers,Lisa Marsoli,1987,Putnam Pub Group,28591,1
449904059,Private Demons: The Life of Shirley Jackson,Judy Oppenheimer,1989,Ballantine Books,28591,3
689120583,Stills,Samuel Hazo,1989,Atheneum Books,28591,4
786863013,Mangrove Squeeze,Laurence Shames,1998,Hyperion Books,28591,10
312550812,Mr. Fred,John Buxton Hilton,1983,St Martins Pr,28591,10
002590700X,The Elk Hunt,"Alan E., Md. Nourse",1986,Simon & Schuster,28591,1
688103138,The Blue Deep,Layne Heath,1993,Harpercollins,28591,9
465024114,Finding Flow: The Psychology of Engagement With Everyday Life (Masterminds Series),Mihaly Csikszentmihalyi,1998,Basic Books,28591,0
944072933,Lenoir: A Novel,Ken Greenhall,1998,Pub Group West,28591,4
60142243,Keeping healthy in a polluted world,Harald J Taub,1974,Harper & Row,28591,0
395862957,Taylor's Easy Plant Propagation,Nancy J. Ondra,1998,Houghton Mifflin,28591,4
670805084,Riches and Honour: A Novel,Vernon Tom Hyman,1985,Penguin USA,28591,4
185057703X,Loonglow (Magna Large Print Series),Helen Eisenbach,1990,G K Hall & Co,28591,1
805014543,Hidden Journey: A Spiritual Awakening,Andrew Harvey,1991,Henry Holt & Co,28591,0
874171385,Chester's Last Stand,Richard E. Brown,1989,University of Nevada Press,28591,6
671675567,Secrets of the Temple: How the Federal Reserve Runs the Country,William Greider,1989,Simon & Schuster,28591,1
399134727,White Lies,Jonellen Heckler,1989,Putnam Pub Group,28591,1
385415060,AND DO YOU REMEMBER ME,MARITA GOLDEN,1992,Doubleday,28591,5
007054865X,The Paradise Eater,John Ralston Saul,1988,McGraw-Hill,28591,6
689121067,Swallow Hard,Sarah Gaddis,1991,Atheneum Books,28591,8
039458712X,Biography: A Novel,Celia Gittelson,1991,Random House Inc,28591,5
701208260,"The Compleat Woman: Marriage, Motherhood, Career : Can She Have It All?",Valerie Grove,1989,Chatto & Windus,28591,10
395522811,Sams in a Dry Season,Ivan Gold,1990,Houghton Mifflin,28591,3
892552131,The Shadow Bride,Roy A. K. Heath,1996,Persea Books,28591,3
316502529,Seasons of Life: Our Dramatic Journey from Birth to Death (Season's of Life),John Kotre,1990,Little Brown & Co,28591,9
395517559,Blues If You Want: Poems,William Matthews,1989,Houghton Mifflin,28591,10
385116276,The summer at Raven's Roost,Elissa Grandower,1976,Doubleday,28591,3
151000603,Birdsong Ascending,Sam Harrison,1992,Harcourt,28591,10
385263317,Everybody Who Was Anybody: A Biography of Gertrude Stein,Janet Hobhouse,1989,Anchor,28591,6
60156449,A Loss for Words: The Story of Deafness in a Family,Lou Ann Walker,1986,Harpercollins,28591,0
835606961,"Jesus Christ, Sun of God: Ancient Cosmology and Early Christian Symbolism",David Fideler,1993,Quest Books (IL),28591,2
824506367,Faithing Oak,Robert Raines,1984,Crossroad Publishing Company,28591,10
802711774,Young Art and Old Hector: A Novel,Neil Gunn,1991,Walker & Company,28591,8
877454884,Impressions of Theophrastus Such,George Eliot,1995,Univ of Iowa Pr,28591,10
394548027,A Sport of Nature,Nadine Gordimer,1987,Random House Inc,28591,7
60392002,Running Through the Tall Grass: A Novel,Talmy Givon,1997,Harpercollins,28591,1
670831336,Live Free or Die,Ernest Hebert,1990,Penguin USA,28591,7
394755618,Dufay (Vintage master musicians),David Fallows,1988,Vintage Books,28591,2
689114842,Coup d'etat,J. R Harvey,1985,Atheneum,28591,7
887801528,Wife of... : An Irreverent Account of Life In Washington (Goodread Biographies),Sondra Gotlieb,1987,Goodread Biography,28591,7
